Cluster number;Age of head of household;Has a computer;Has air conditioner;Has animal-drawn cart;Has bank account;Has bicycle;Has boat with a motor;Has car/truck;Has electricity;Has mobile telephone;Has mosquito bed net for sleeping;Has motorcycle/scooter;Has radio;Has refrigerator;Has television;Main floor material;Main roof material;Main wall material;Number of de facto members;Number of household members;Number of mosquito bed nets;Number of rooms used for sleeping;Owns cattle;Owns chickens/poultry;Owns cows/ bulls;Owns goats;Owns horses/ donkeys/ mules;Owns land usable for agriculture;Sex of head of household;Source of drinking water;Type of cooking fuel;Type of place of residence;Type of toilet facility;Wealth index for urban/rural;Has solar panel;Has a generator;Has plows;Has a tractor;Has a tiller;Motorized seed drill;Age of household head;Are there ways to avoid getting malaria;Births in last five years;Daughters who have died;Education in single years;Educational attainment;Frequency of listening to radio;Frequency of reading newspaper or magazine;Frequency of using internet last month;Frequency of watching television;Highest educational level;Literacy;Owns a mobile telephone;Respondent slept under mosquito bed net;Sex of household head;Sons who have died;Time to get to water source;Total children ever born;Use of internet;Component1;Social Vulnerability;Social Vulnerability  Unweighted;geometry
191;51.57692308;0.153846154;0.153846154;0.076923077;0.461538462;0.115384615;0;0.192307692;0.692307692;1;1;0.384615385;0.769230769;0.423076923;0.576923077;1.923076923;2.384615385;2.269230769;6.961538462;7.115384615;3.192307692;3.038461538;0;0.576923077;0.269230769;0.576923077;0;0.153846154;1.307692308;1.269230769;7.153846154;1;1.961538462;2.269230769;0.076923077;0;0.038461538;0.038461538;0;0;51.8974359;0.897435897;0.948717949;0.153846154;5.487179487;1.615384615;1.307692308;0.230769231;1.794871795;1.358974359;1.102564103;1;0.794871795;0.897435897;1.230769231;0.102564103;1.923076923;2.41025641;0.717948718;-4.043769911;-1.402386345;-5.19409209;POINT (-0.048407957 16.28009616)
192;49.15384615;0.192307692;0.076923077;0.115384615;0.346153846;0.076923077;0.038461538;0.153846154;0.730769231;1;1;0.346153846;0.692307692;0.5;0.730769231;1.807692308;2.076923077;1.730769231;5.884615385;6.038461538;2.615384615;3.076923077;0;2.115384615;1.269230769;1.192307692;0.615384615;0.076923077;1.230769231;1.384615385;7.5;1;1.961538462;2.153846154;0.076923077;0;0.076923077;0.038461538;0.038461538;0.038461538;49.475;0.95;0.775;0.05;5.525;1.775;1.175;0.325;1.725;1.6;1.15;1;0.8;0.85;1.175;0.05;1.875;1.975;0.65;-4.059856476;-1.475659324;-5.843031769;POINT (-0.053750201 16.26284753)
193;49.84615385;0;0;0.461538462;0;0;0;0;0.038461538;0.615384615;0.884615385;0.346153846;0.730769231;0;0;1;1.5;1.076923077;6.730769231;6.807692308;2.269230769;2.192307692;0.230769231;3.384615385;3.730769231;4.230769231;0.923076923;0.807692308;1.038461538;2.384615385;9.576923077;2;2.192307692;2.423076923;0.346153846;0;0.346153846;0.038461538;0.192307692;0;50.02439024;0.975609756;1.024390244;0.048780488;3;1.097560976;1.268292683;0.195121951;0.56097561;0;0.756097561;0.56097561;0.512195122;0.87804878;1.024390244;0.170731707;15.85365854;2.804878049;0.292682927;-1.779799317;-0.713945225;-3.118473142;POINT (0.454008926 15.69818017)
194;52.19230769;0;0;0.423076923;0.115384615;0.038461538;0;0;0;0.807692308;0.807692308;0.269230769;0.846153846;0;0;1.153846154;1.576923077;1.153846154;6.730769231;6.807692308;2.230769231;2.346153846;0.192307692;3.5;4;3.884615385;1.153846154;0.769230769;1.230769231;2.076923077;9.115384615;2;2.153846154;2.769230769;0.307692308;0;0.346153846;0.076923077;0.230769231;0.038461538;51.32432432;0.945945946;1.189189189;0.108108108;3.135135135;1.108108108;1.459459459;0.297297297;0.648648649;0.027027027;0.756756757;0.351351351;0.675675676;0.783783784;1.216216216;0.216216216;22.40540541;4.054054054;0.432432432;-1.793989629;-0.668368679;-2.856219262;POINT (0.464610899 15.61601694)
195;50.73076923;0.038461538;0.038461538;0.307692308;0;0;0;0;0;0.692307692;0.807692308;0.269230769;0.269230769;0;0.038461538;1.076923077;2;1.076923077;5.692307692;5.730769231;1.884615385;1.769230769;0;2.884615385;4.461538462;5.884615385;1.961538462;0.230769231;1.076923077;2.115384615;7.884615385;2;2.730769231;2.230769231;0.230769231;0;0.076923077;0;0;0;49.46666667;0.833333333;1.033333333;0.033333333;1.033333333;0.366666667;0.366666667;0.133333333;0.733333333;0.033333333;0.266666667;0.166666667;0.4;0.8;1.1;0.133333333;24.33333333;2.933333333;0.333333333;-1.005672591;-0.3923486;-1.622173177;POINT (0.92255535 15.71092613)
199;46.3;0;0;0.5;0;0;0.1;0;0;0.9;0.9;0.05;0.75;0.05;0;1;1.7;1;5.5;5.6;2.45;2.3;0.25;3.7;4;3.55;0.5;0.75;1.7;3;8.35;1;2.5;1;0.4;0;0.55;0.05;0;0;48.3;0.8;0.833333333;0.133333333;2.4;0.733333333;1.633333333;0.133333333;0.666666667;0.166666667;0.566666667;0.233333333;0.6;0.9;1.633333333;0.133333333;12.13333333;3.2;0.3;-1.347162533;-0.443708644;-1.453748335;POINT (-0.537000634 16.98358329)
200;46.07692308;0;0;0.384615385;0.076923077;0.038461538;0.038461538;0;0.076923077;0.769230769;0.961538462;0.269230769;0.769230769;0;0.076923077;1.076923077;1.615384615;1.153846154;4.807692308;5;2.269230769;2.269230769;0.230769231;4.384615385;3.346153846;2.576923077;0.923076923;0.576923077;1.461538462;2.730769231;8.115384615;2;2.423076923;2.461538462;0.538461538;0;0.384615385;0.076923077;0;0;46.8;0.942857143;0.914285714;0.142857143;1.857142857;0.6;1.628571429;0.114285714;0.514285714;0.257142857;0.457142857;0.228571429;0.657142857;0.914285714;1.457142857;0.314285714;11.71428571;3.171428571;0.314285714;-1.239263014;-0.453724602;-1.286440769;POINT (-0.237822889 16.79642152)
203;51.53846154;0.038461538;0.038461538;0.5;0.038461538;0.076923077;0;0;0.038461538;0.961538462;1;0.192307692;0.923076923;0.038461538;0.038461538;1;1.538461538;1.076923077;6.692307692;6.769230769;2.730769231;2.576923077;0.307692308;3.807692308;3.192307692;4.884615385;0.923076923;0.807692308;1.038461538;2.538461538;8.730769231;2;2.230769231;2.230769231;0.423076923;0.038461538;0.5;0;0.038461538;0;50.85365854;0.975609756;1.195121951;0.048780488;3.317073171;1.12195122;1.487804878;0.170731707;0.634146341;0;0.804878049;0.43902439;0.658536585;0.902439024;1.024390244;0.341463415;14.3902439;3.390243902;0.414634146;-1.903280769;-0.695617061;-1.911000945;POINT (-1.534028825 16.99104556)
204;48.8;0;0;0.44;0.08;0;0;0;0.16;0.96;0.96;0.28;0.88;0.04;0.16;1;1.68;1.08;6.04;6.2;2.68;2.84;0.48;3.52;3.28;4.6;0.48;0.68;1.28;2;7.8;2;2.12;3;0.64;0;0.28;0.04;0;0;51.75675676;0.945945946;0.945945946;0.27027027;2.972972973;0.972972973;1.432432432;0.297297297;0.837837838;0.783783784;0.675675676;0.513513514;0.621621622;0.864864865;1.324324324;0.27027027;9.864864865;3.594594595;0.324324324;-1.923583821;-0.672955249;-1.994546271;POINT (-0.935556072 16.98772856)
205;47.69230769;0.153846154;0.115384615;0.192307692;0.230769231;0.153846154;0;0.038461538;0.692307692;0.769230769;0.769230769;0.423076923;0.807692308;0.269230769;0.653846154;1;1.653846154;1.384615385;5.5;5.653846154;1.730769231;2.461538462;0.038461538;1.730769231;6.423076923;9.346153846;0.384615385;0.192307692;1.038461538;1.730769231;7.884615385;2;2.153846154;4.269230769;0.076923077;0.038461538;0.115384615;0;0.038461538;0;48.02380952;0.928571429;0.571428571;0.071428571;3.476190476;1.095238095;1.023809524;0.333333333;1.428571429;1.095238095;0.738095238;0.571428571;0.595238095;0.666666667;1.023809524;0.214285714;6.785714286;2.380952381;0.523809524;-2.97484142;-1.072378527;-3.918688181;POINT (2.424559455 15.90138306)
208;48.6875;0;0;0;0;0;0;0.3125;0;0.4375;0.25;0.8125;0.25;0;0;1;2.0625;1;5.5625;5.6875;0.375;1.0625;0.25;0;6.8125;21.5;0.25;0.0625;1;2.4375;7;1;3;1;0.0625;0;0;0;0;0;48.5;0.954545455;0.909090909;0.090909091;1;0.363636364;0;0;0;0;0.272727273;0.272727273;0.318181818;0.090909091;1;0.227272727;64.77272727;3.090909091;0.090909091;-0.566760025;-0.339573032;-1.887199247;POINT (1.162877082 18.55817303)
209;51.25;0;0;0;0;0;0;0.125;0;0.125;0.375;0.5;0.125;0;0;1.1875;2.1875;1;5.375;5.375;0.8125;1.0625;0;0.25;8.875;17.5625;1.5;0.0625;1.125;2.5;7.375;1;3;1;0;0;0;0;0;0;47.46153846;0.923076923;1.153846154;0.076923077;0.923076923;0.307692308;0.230769231;0.076923077;0.153846154;0.076923077;0.230769231;0.307692308;0.153846154;0.230769231;1;0;73.84615385;3.153846154;0.076923077;-0.590967469;-0.317939147;-1.874309841;POINT (1.27068053 18.10016338)
210;46.26923077;0;0;0;0;0;0;0.230769231;0;0.307692308;0.192307692;0.5;0.115384615;0;0;1;1.923076923;1;4.923076923;4.961538462;0.269230769;1.038461538;2.961538462;0.076923077;14.65384615;26.03846154;3.961538462;0;1.115384615;2.346153846;7.576923077;1;3;1;0.153846154;0;0;0;0;0;45.73076923;0.807692308;1.115384615;0.115384615;0.076923077;0.038461538;0.038461538;0;0.038461538;0.038461538;0.038461538;0;0.115384615;0.076923077;1.076923077;0;33.84615385;2.461538462;0.038461538;-0.085821406;-0.166330223;-1.366253715;POINT (1.320136317 18.46861636)
211;42.125;0;0;0;0;0;0;0.125;0;0.25;0.125;0.4375;0.125;0;0;1;1.5625;1;5.125;5.125;0.1875;1.25;2;0;15.1875;30.75;3.3125;0.0625;1;2.375;7.625;1;2.9375;1;0.3125;0;0;0;0;0;39.6;1;1.066666667;0.066666667;0.933333333;0.266666667;0;0;0.133333333;0;0.2;0.2;0.133333333;0;1;0.066666667;43.33333333;2.933333333;0.066666667;-0.48226501;-0.330890483;-1.873714285;POINT (1.311934808 18.45723915)
212;48.05;0;0;0;0;0;0;0;0;0.35;0.15;0.6;0.15;0;0;1.1;2.45;1.05;6.2;6.2;0.15;1.3;0;0;2.85;18.7;0.9;0;1;2.95;7.35;2;3;2.55;0;0;0;0;0;0;52.08;0.84;1;0.2;0.52;0.16;0;0;0.16;0;0.12;0.36;0.24;0.04;1;0.12;27.6;2.36;0.16;-0.577356868;-0.273530159;-0.928322503;POINT (0.638665475 18.0341366)
213;46.96;0;0;0;0;0;0;0.08;0;0.04;0.12;0.36;0;0;0;1;2.56;1;5.92;6;0.24;1.08;1.24;0.64;8.76;27.2;3.04;0;1.04;2.88;7.56;2;2.96;2.16;0.04;0;0;0;0;0;48.80645161;0.741935484;0.677419355;0.032258065;0;0;0.032258065;0;0;0.032258065;0;0;0;0;1.064516129;0.225806452;43.5483871;2.64516129;0.064516129;-0.061012018;-0.059109898;-0.040070027;POINT (0.923509882 17.78695537)
214;48.31578947;0;0;0;0.105263158;0;0;0.157894737;0;0.105263158;0.631578947;0.526315789;0.157894737;0;0;1.052631579;2.157894737;1.421052632;5.894736842;6.526315789;1.263157895;1.368421053;0;2.736842105;5.526315789;17.63157895;0;0;1;2.105263158;7.315789474;2;2.578947368;3.105263158;0.157894737;0;0;0;0;0;51.16666667;0.791666667;1;0;0.75;0.25;0.083333333;0.041666667;0;0;0.166666667;0.166666667;0.125;0.166666667;1;0;31.45833333;2.166666667;0;-0.313363118;-0.202761073;-1.296619911;POINT (1.230108627 18.65536032)
215;55.16;0;0.04;0.04;0.08;0.04;0;0.04;0.52;0.68;0.12;0.52;0.44;0.44;0.8;1.48;2.8;2.76;5.36;5.36;0.2;2.92;0;0.88;0.8;2.72;0;0;1.76;2;7.32;1;2;1.36;0.08;0;0;0;0;0;47.025;0.9;0.375;0.025;3.425;1.05;0.225;0;2.15;0.825;0.7;0.725;0.8;0.025;1.75;0;39.625;1.425;0.775;-3.380155821;-1.11501347;-3.888278583;POINT (1.403979769 18.46352908)
216;41.03846154;0.153846154;0.115384615;0;0.115384615;0;0;0.153846154;0.884615385;0.653846154;0.153846154;0.384615385;0.615384615;0.615384615;0.961538462;1.846153846;3;2.538461538;5.346153846;5.384615385;0.423076923;3.384615385;0;0.653846154;0.384615385;0.538461538;0;0;1.115384615;1.846153846;7.038461538;1;2;2.038461538;0.192307692;0;0;0;0;0;43.24242424;0.787878788;0.727272727;0;2.303030303;0.727272727;0.393939394;0.03030303;1.727272727;0.818181818;0.484848485;0.545454545;0.696969697;0.090909091;1.121212121;0;48.18181818;2.090909091;0.575757576;-2.980944787;-1.12050501;-4.508118058;POINT (1.413824209 18.44863914)
217;45.52380952;0.095238095;0.238095238;0;0.142857143;0.047619048;0;0.19047619;0.380952381;0.952380952;0.523809524;0.476190476;0.428571429;0.476190476;0.571428571;2.142857143;2.666666667;2.476190476;7.761904762;7.857142857;1.333333333;3.047619048;0;0.571428571;0.333333333;2.523809524;0;0;1;1.952380952;6.952380952;1;2.047619048;2.142857143;0.19047619;0.095238095;0;0;0;0;50.22222222;0.916666667;0.722222222;0.055555556;4.333333333;1.25;0.388888889;0.055555556;1.083333333;1.444444444;0.888888889;0.722222222;0.5;0.138888889;1;0.055555556;22.5;1.861111111;0.388888889;-2.70373064;-1.027454787;-4.103398364;POINT (1.405321266 18.43985381)
218;42.05555556;0.111111111;0.111111111;0;0.111111111;0.111111111;0;0.166666667;0.5;1;0.277777778;0.333333333;0.444444444;0.5;0.666666667;1.888888889;2.333333333;2.611111111;4.222222222;4.444444444;0.333333333;3.222222222;0;0;0;0.555555556;0;0;1.388888889;2;6.944444444;1;2;2;0.055555556;0;0;0;0;0;39.19047619;0.904761905;0.333333333;0;2.952380952;1;0.523809524;0;1.952380952;1.285714286;0.714285714;0.666666667;0.952380952;0.142857143;1.666666667;0.095238095;27.85714286;1.761904762;0.857142857;-3.281883566;-1.161141262;-4.254165357;POINT (1.394174479 18.42751282)
222;41.38461538;0;0.269230769;0.038461538;0;0;0;0.346153846;0.884615385;0.846153846;0.192307692;0.384615385;0.5;0.538461538;0.923076923;2.076923077;2.923076923;2.153846154;4.653846154;4.653846154;0.384615385;3.653846154;0;1.038461538;0;1.076923077;0;0;1.076923077;2.346153846;7;2;2;4.961538462;0.153846154;0;0;0;0;0;41.48275862;0.931034483;1.034482759;0.137931034;1.75862069;0.586206897;0.551724138;0;1.862068966;1.137931034;0.379310345;0.379310345;0.75862069;0.068965517;1.068965517;0.034482759;16.03448276;2.827586207;0.620689655;-2.837098994;-1.139429326;-4.619779562;POINT (0 0)
223;43.80769231;0;0;0;0.038461538;0;0;0.076923077;0;0.346153846;0.307692308;0.923076923;0.115384615;0;0;1;1.615384615;1;6.192307692;6.384615385;0.576923077;1;0.192307692;0.230769231;3.307692308;16.34615385;0.269230769;0.038461538;1.038461538;2;7;2;3;2;0;0;0;0;0;0;43.02941176;0.941176471;1.029411765;0.117647059;0.147058824;0.029411765;0;0;0;0;0.029411765;0.058823529;0.147058824;0;1.029411765;0.176470588;76.02941176;3.470588235;0;-0.070491376;-0.212441542;-1.99308974;POINT (0 0)
224;39.88461538;0;0;0.038461538;0;0;0;0.307692308;0;0;0.346153846;0.538461538;0.038461538;0;0;1;1.807692308;0.961538462;4.346153846;4.346153846;0.576923077;1.115384615;3.461538462;0;10.34615385;18.61538462;4.192307692;0;1.269230769;3;8;2;3;1.884615385;0;0;0;0;0;0;40.42857143;0.964285714;0.964285714;0.035714286;0.142857143;0.035714286;0;0;0;0;0.035714286;0.035714286;0;0.25;1.25;0.107142857;30.35714286;2.357142857;0;-0.06057971;-0.165268284;-0.811620483;POINT (0 0)
225;43.57894737;0;0;0;0;0;0;0.421052632;0;0.210526316;0.263157895;0.684210526;0;0;0;1;2.052631579;1;4.842105263;5;0.263157895;1.105263158;5.684210526;0;15.94736842;16.21052632;4.368421053;0;1.157894737;3;7.684210526;2;3;2.105263158;0.052631579;0;0;0;0;0;40.15;0.7;0.9;0.05;0.65;0.2;0;0;0;0;0.15;0.15;0.1;0.05;1.15;0;40;1.95;0.05;-0.320113778;-0.21891945;-1.26952586;POINT (0 0)
226;46.83333333;0;0;0.055555556;0;0;0;0.444444444;0;0.222222222;0.166666667;0.611111111;0.055555556;0;0;1;1.666666667;1;5.111111111;5.111111111;0.277777778;1;4.5;0;16.94444444;23.16666667;3.055555556;0.222222222;1.166666667;2.555555556;7.666666667;2;3;2.166666667;0.111111111;0;0;0;0.055555556;0;44.52941176;0.882352941;0.882352941;0.117647059;0.235294118;0.058823529;0.058823529;0;0;0;0.058823529;0;0.058823529;0.117647059;1.235294118;0.117647059;52.35294118;2.529411765;0;-0.063512626;-0.161225378;-1.266654282;POINT (0 0)
227;43.23809524;0;0;0;0;0;0;0.333333333;0;0.142857143;0.047619048;0.523809524;0;0;0;1;1.857142857;1;4.761904762;4.857142857;0.095238095;1.047619048;3.047619048;0.095238095;12.57142857;20.0952381;3.714285714;0;1.19047619;2.80952381;7.666666667;2;3;2;0;0;0;0;0;0;42.2173913;0.652173913;0.956521739;0.130434783;0.608695652;0.173913043;0;0.043478261;0;0.043478261;0.130434783;0.086956522;0.086956522;0.043478261;1.260869565;0.043478261;45.43478261;2.652173913;0.173913043;-0.378555426;-0.187162839;-0.976345818;POINT (0 0)
228;46.33333333;0;0;0;0.047619048;0;0;0.238095238;0;0.095238095;0.095238095;0.80952381;0.047619048;0;0;1;2.333333333;1;5.428571429;5.476190476;0.19047619;1;0.523809524;0;4.571428571;24.52380952;2.619047619;0;1.095238095;2.333333333;7;2;3;2.380952381;0.047619048;0;0;0;0;0;47.28;0.76;0.92;0.12;0.68;0.28;0;0;0;0;0.2;0.16;0.08;0;1.08;0.2;61.8;3.4;0.08;-0.402880551;-0.29333166;-1.933594355;POINT (0 0)
231;41.45454545;0;0;0;0;0;0;0.363636364;0;0.090909091;0.090909091;0.363636364;0.045454545;0;0;1;1.727272727;1;4.363636364;4.363636364;0.136363636;1;4;0;10.5;21.5;3.181818182;0.090909091;1;2.318181818;7.681818182;2;3;2.045454545;0.136363636;0;0;0;0;0;38.15789474;0.947368421;1.105263158;0.052631579;0;0;0.105263158;0;0.210526316;0;0;0;0.210526316;0.052631579;1;0.157894737;45.78947368;2.631578947;0.105263158;-0.178255601;-0.219077913;-1.485037266;POINT (0 0)
232;55.23076923;0.230769231;0.076923077;0;0.538461538;0.192307692;0;0.115384615;1;0.961538462;0.692307692;0.846153846;0.692307692;0.423076923;0.884615385;3;2.923076923;3;10.26923077;10.61538462;1.884615385;4.153846154;0;0.346153846;0;0;0;0.076923077;1.115384615;1.538461538;7.153846154;1;1.884615385;3.5;0;0.038461538;0;0;0;0;56.86792453;0.886792453;0.811320755;0.075471698;8.301886792;2.566037736;1.20754717;0.132075472;1.943396226;1.735849057;1.58490566;1.245283019;0.905660377;0.377358491;1.056603774;0.018867925;18.11320755;2.320754717;0.962264151;-5.498889522;-1.948457131;-7.481812362;POINT (-7.919953262 12.66993092)
233;49.53846154;0.230769231;0.192307692;0;0.692307692;0.269230769;0;0.230769231;1;1;0.615384615;0.807692308;0.615384615;0.538461538;0.884615385;3;3;3;7.769230769;7.884615385;1.5;2.615384615;0.576923077;4.576923077;0;0.115384615;0;0.076923077;1.038461538;1.384615385;7.038461538;1;1.615384615;4.076923077;0.038461538;0.038461538;0;0;0;0;53.8974359;0.948717949;0.948717949;0.025641026;7.666666667;2.384615385;0.948717949;0.076923077;1.461538462;1.717948718;1.538461538;1.41025641;0.846153846;0.538461538;1.076923077;0.128205128;10.12820513;2.538461538;0.846153846;-5.184436105;-1.852453199;-7.307042929;POINT (-7.949198411 12.69385876)
234;49.92307692;0.076923077;0.038461538;0;0.346153846;0.153846154;0;0.192307692;0.923076923;1;0.769230769;0.653846154;0.576923077;0.269230769;0.884615385;2.923076923;3;3;6.307692308;6.384615385;1.692307692;2.384615385;0;1.923076923;0;0.076923077;0;0.115384615;1.115384615;1.730769231;7.423076923;1;1.846153846;2.961538462;0;0;0;0;0;0;54.54545455;0.939393939;0.757575758;0.242424242;5.727272727;1.666666667;1.333333333;0.03030303;1.242424242;1.575757576;1.090909091;1.151515152;0.818181818;0.515151515;1.090909091;0.121212121;4.727272727;2.848484848;0.575757576;-4.042450164;-1.445968716;-5.581382498;POINT (-7.940007886 12.69472954)
235;48.92;0.28;0.2;0;0.56;0.24;0;0.28;1;1;0.64;0.92;0.6;0.44;0.92;3;2.96;3;8;8.36;2.08;3.24;0;1.56;0;0;0;0.04;1.04;1.6;7.08;1;1.72;3.84;0.04;0;0;0;0.04;0;48.5;0.947368421;0.736842105;0.078947368;7.552631579;2.263157895;1.210526316;0.105263158;2;1.789473684;1.421052632;1.236842105;0.921052632;0.578947368;1;0.105263158;5.657894737;2.026315789;0.947368421;-5.276493297;-1.925234511;-7.937480472;POINT (-7.962519175 12.65949323)
236;46.73076923;0.153846154;0.076923077;0;0.384615385;0.192307692;0;0.192307692;0.884615385;1;0.692307692;0.730769231;0.653846154;0.192307692;0.807692308;3;3;3;7.653846154;7.923076923;1.730769231;2.769230769;0;2.423076923;0;0.653846154;0;0.153846154;1.038461538;1.884615385;7.153846154;1;1.923076923;2.884615385;0;0;0;0;0;0;46.71052632;0.894736842;0.894736842;0.078947368;6.210526316;1.868421053;1.342105263;0.052631579;1.210526316;1.736842105;1.210526316;1;0.710526316;0.5;1.026315789;0.078947368;12.23684211;2.315789474;0.894736842;-4.355489097;-1.559979656;-6.185835079;POINT (-7.963968648 12.69220247)
237;50.48;0.32;0.24;0;0.4;0.12;0;0.28;0.96;1;0.72;0.72;0.52;0.52;0.88;3;3;3;6.12;6.44;1.92;2.32;0;1.8;0;0;0;0.04;1.36;1.36;7.08;1;1.64;3.76;0.04;0;0;0;0;0;52.28571429;0.914285714;0.628571429;0.028571429;6.657142857;2.057142857;0.885714286;0.085714286;2.085714286;1.428571429;1.314285714;1.228571429;0.942857143;0.714285714;1.428571429;0.057142857;3.714285714;2.228571429;0.885714286;-5.024749449;-1.765381839;-6.987545161;POINT (-7.986184691 12.66536607)
238;54.92307692;0.384615385;0.307692308;0;0.576923077;0.153846154;0;0.230769231;0.961538462;1;0.769230769;0.730769231;0.769230769;0.653846154;0.961538462;3;2.961538462;3;7.846153846;8.307692308;1.730769231;3.230769231;0;0.461538462;0;0;0;0.038461538;1.115384615;1.076923077;7.346153846;1;1.615384615;3.923076923;0.038461538;0;0;0;0;0;53.91891892;0.918918919;0.540540541;0.027027027;7.675675676;2.378378378;1.081081081;0.054054054;1.891891892;1.702702703;1.594594595;1.243243243;0.891891892;0.459459459;1.108108108;0.081081081;0.135135135;1.945945946;0.756756757;-5.14647457;-1.836254209;-7.337049665;POINT (-7.98556513 12.64912019)
239;50.84615385;0.192307692;0.153846154;0;0.423076923;0.192307692;0;0.192307692;0.961538462;0.961538462;0.653846154;0.730769231;0.769230769;0.461538462;0.884615385;3;2.884615385;3;6.692307692;6.923076923;1.807692308;3.038461538;0;2.115384615;0.230769231;0.923076923;0;0.115384615;1.115384615;1.115384615;7.192307692;1;1.769230769;3.461538462;0.038461538;0;0;0;0;0;50.38888889;0.944444444;0.555555556;0.055555556;8.166666667;2.5;1.527777778;0.027777778;1.777777778;1.694444444;1.638888889;1.305555556;0.944444444;0.5;1.111111111;0.055555556;0.138888889;2.5;0.805555556;-5.284503865;-1.896372134;-7.612593119;POINT (-7.979205858 12.64437014)
240;52.92307692;0.269230769;0.307692308;0.076923077;0.461538462;0.192307692;0;0.307692308;1;1;0.846153846;0.807692308;0.730769231;0.653846154;0.884615385;2.923076923;2.961538462;3;8.192307692;8.307692308;2.576923077;3.269230769;0;8.692307692;0;0;0;0.115384615;1.153846154;1.230769231;7.153846154;1;1.538461538;3.961538462;0;0.038461538;0.076923077;0;0;0;54.89583333;0.875;0.604166667;0.0625;8.520833333;2.541666667;1.3125;0.229166667;1.770833333;1.770833333;1.625;1.375;0.875;0.6875;1.083333333;0;0.729166667;1.958333333;0.791666667;-5.382918049;-1.920894515;-7.649521333;POINT (-8.02769543 12.65201671)
241;52.92;0.24;0.2;0;0.4;0.04;0;0.24;0.8;1;0.84;0.64;0.52;0.36;0.68;2.84;2.92;2.8;5.12;5.16;2.04;2;0;1.2;0;0;0;0;1.16;1.4;7.2;1;1.68;2.92;0.04;0.04;0;0;0;0;54.53571429;0.892857143;0.785714286;0.035714286;3.714285714;1.142857143;1.107142857;0.178571429;1.464285714;1.5;0.75;0.5;0.75;0.785714286;1.142857143;0.142857143;2.5;2.714285714;0.535714286;-3.095632199;-1.146260871;-4.782590798;POINT (-7.993677683 12.65997205)
242;47.36;0.28;0.08;0;0.56;0.08;0;0.2;1;1;0.84;0.64;0.64;0.52;0.84;3;3;3;5.92;6.68;2.64;2.92;0;8.92;0;0.04;0;0.16;1.2;1.32;7;1;1.64;3.72;0.04;0;0;0.04;0;0;50.34782609;0.956521739;0.456521739;0.086956522;5.97826087;1.891304348;1.413043478;0.086956522;1.97826087;1.804347826;1.217391304;1.239130435;0.847826087;0.717391304;1.195652174;0.065217391;2.065217391;1.434782609;0.826086957;-4.823645547;-1.730494959;-6.479397498;POINT (-8.061247131 12.58623621)
243;49.69230769;0.192307692;0.115384615;0;0.269230769;0.153846154;0;0.115384615;0.961538462;1;0.807692308;0.692307692;0.730769231;0.423076923;0.884615385;3;3;3;8.346153846;8.423076923;2.346153846;3.346153846;0;1.230769231;0;0;0;0.115384615;1.230769231;1.346153846;7.038461538;1;1.884615385;3.346153846;0;0;0;0;0;0;51.47169811;0.962264151;0.566037736;0.018867925;6.490566038;2.056603774;1.547169811;0.150943396;1.735849057;1.698113208;1.358490566;1.301886792;0.886792453;0.452830189;1.188679245;0.132075472;6.075471698;2.075471698;0.660377358;-4.73368677;-1.664866899;-6.201748828;POINT (-8.050133653 12.61931759)
244;56.5;0.230769231;0.076923077;0;0.384615385;0.307692308;0;0.115384615;0.846153846;1;0.846153846;0.807692308;0.769230769;0.346153846;0.730769231;3;3;3;11.34615385;11.53846154;4.192307692;4.346153846;0;7.961538462;0;0;0;0.076923077;1.115384615;1.269230769;7.384615385;1;1.884615385;3;0.038461538;0;0;0;0;0;59.80952381;0.936507937;0.650793651;0.079365079;7.253968254;2.285714286;1.238095238;0.126984127;1.428571429;1.714285714;1.476190476;1.174603175;0.80952381;0.682539683;1.095238095;0.174603175;0.952380952;2.634920635;0.603174603;-4.561056662;-1.670258989;-6.632937234;POINT (-8.020347773 12.61619665)
245;45.92307692;0.346153846;0.346153846;0;0.615384615;0.153846154;0;0.153846154;0.961538462;1;0.769230769;0.730769231;0.692307692;0.653846154;0.884615385;3;2.884615385;3;5.846153846;6.153846154;2.538461538;2.538461538;0;4.307692308;0;0;0;0.115384615;1.153846154;1.346153846;7.115384615;1;1.5;4.038461538;0;0.038461538;0;0;0;0;46.38709677;1;0.870967742;0;8.064516129;2.419354839;1.451612903;0.161290323;1.935483871;1.612903226;1.548387097;1.193548387;0.935483871;0.741935484;1.161290323;0.193548387;2.419354839;2.258064516;0.774193548;-5.171652117;-1.812980738;-6.666630583;POINT (-8.032142843 12.63537875)
246;53.73076923;0.230769231;0;0;0.384615385;0.076923077;0;0.038461538;0.961538462;1;0.846153846;0.615384615;0.730769231;0.269230769;0.692307692;2.923076923;2.961538462;2.923076923;8.653846154;9.076923077;2.538461538;3.038461538;0;1.461538462;0;0;0;0.038461538;1.153846154;1.384615385;7.192307692;1;1.923076923;2.653846154;0.038461538;0;0;0;0;0;60.62264151;0.962264151;0.566037736;0.075471698;7.452830189;2.358490566;1.41509434;0.056603774;1.433962264;1.735849057;1.547169811;1.226415094;0.811320755;0.58490566;1.20754717;0.075471698;1.603773585;1.698113208;0.735849057;-4.898951622;-1.695869554;-6.067202499;POINT (-8.053747504 12.62510794)
